"url","address","capital_value","land_value","improvement_value","price","price_on","decade_built","category_type","building_construction","building_condition","num_bedrooms","bath_estimate","num_bathrooms","bed_estimate","floor_area","land_area","has_deck","contour","suburb_name","view_scope","view_type","lat","lng","distance_total_transit","distance_walking_transit","duration_transit","distance_total_driving","distance_walking_driving","duration_driving","distance_total_bicycling","distance_walking_bicycling","duration_bicycling","distance_total_supermarket","duration_supermarket"
"","<redacted>",497000,212000,295000,634500,"2017-09-09 00:00:00",1950,"house","WI","AA",5,1,NULL,3,130,1443,1,"easy_to_moderate_fall","Normandale",NULL,"other",-41.19813334757531,174.89726383277602,20194,902,4094,20194,902,4094,20194,902,4094,20194,4094
"","<redacted>",343000,168000,183000,324000,"2017-09-12 00:00:00",1950,"house","WT","AA",NULL,1,NULL,3,90,743,0,"level","Naenae","none","none",-41.19095791802397,174.95659013286038,23082,1074,3183,23082,1074,3183,23082,1074,3183,23082,3183
"","<redacted>",498000,296000,206000,576000,"2017-09-12 00:00:00",1960,"house","WI","AA",NULL,1,NULL,3,140,545,0,"level","Avalon","none","none",-41.19534133533168,174.94101489929267,22452,786,3701,22452,786,3701,22452,786,3701,22452,3701
"","<redacted>",348000,126000,231000,444777,"2017-09-11 00:00:00",1960,"house","WI","AA",NULL,1,NULL,3,130,530,1,"easy_to_moderate_rise","Stokes valley","moderate","other",-41.15775105946904,174.98490870551748,27094,898,3791,27094,898,3791,27094,898,3791,27094,3791
"","<redacted>",725000,274000,453000,969000,"2017-09-11 00:00:00",1910,"house","WI","AA",3,1,NULL,3,126,412,1,"level","Island bay","none","none",-41.333309595611546,174.77558908375687,6897,398,1390,6897,398,1390,6897,398,1390,6897,1390
"","<redacted>",452000,122000,337000,656000,"2017-09-08 00:00:00",1960,"house","WI","AA",NULL,1,NULL,3,120,1012,0,"level","Makara","none","none",-41.26706972037626,174.7076561353969,0,0,0,0,0,0,0,0,0,0,0
"","<redacted>",327000,142000,195000,405000,"2017-09-19 00:00:00",1940,"townhouse","BT","AA",2,1,NULL,2,80,373,0,"level","Waiwhetu","none","none",-41.22832283142888,174.91526975759325,21858,514,3111,21858,514,3111,21858,514,3111,21858,3111
"","<redacted>",352000,141000,217000,370000,"2017-09-17 00:00:00",1960,"house","WI","AA",NULL,1,NULL,3,110,506,1,"easy_to_moderate_fall","Stokes valley",NULL,"other",-41.16073247786078,174.9758010932738,27367,480,3470,27367,480,3470,27367,480,3470,27367,3470
"","<redacted>",436000,184000,262000,733700,"2017-09-14 00:00:00",1900,"house","WI","AA",NULL,1,NULL,2,70,177,1,"level","Berhampore","moderate","other",-41.32564068436567,174.77895623020564,4254,220,904,4254,220,904,4254,220,904,4254,904
"","<redacted>",712000,256000,464000,877000,"2017-09-12 00:00:00",2010,"house","WI","GG",4,2,NULL,4,223,766,1,"level","Belmont","none","none",-41.19015059918014,174.91503290614546,24165,244,4022,24165,244,4022,24165,244,4022,24165,4022
"","<redacted>",269000,127000,153000,293000,"2017-09-18 00:00:00",1960,"house","WT","AA",NULL,1,NULL,3,80,614,0,"level","Wainuiomata","none","none",-41.26408884392719,174.9512340382296,27275,1057,4288,27275,1057,4288,27275,1057,4288,27275,4288
"","<redacted>",591000,320000,278000,741000,"2017-09-14 00:00:00",1910,"house","WT","AG",NULL,2,NULL,3,140,516,0,"level","Lyall bay","none","none",-41.327251189051594,174.78963579532135,5532,857,1607,5532,857,1607,5532,857,1607,5532,1607
"","<redacted>",486000,212000,281000,604000,"2017-09-15 00:00:00",1940,"house","RI","AA",3,2,NULL,3,140,702,0,"easy_to_moderate_fall","Normandale","moderate","other",-41.208945647713584,174.88937087798004,17848,1308,3154,17848,1308,3154,17848,1308,3154,17848,3154
"","<redacted>",582000,301000,288000,730000,"2017-09-16 00:00:00",2000,"house","BT","GG",3,2,NULL,3,138,400,1,"level","Avalon","none","none",-41.19819407041255,174.9450577128004,21329,810,3121,21329,810,3121,21329,810,3121,21329,3121
"","<redacted>",458000,161000,293000,686000,"2017-09-17 00:00:00",1990,"house","XT","AA",3,1,NULL,3,110,603,1,"level","Grenada village",NULL,"other",-41.21033077058732,174.8229960550973,15800,846,3801,15800,846,3801,15800,846,3801,15800,3801
"","<redacted>",453000,229000,235000,492000,"2017-09-20 00:00:00",1970,"house","WT","AA",NULL,1,NULL,3,110,591,1,"level","Kelson","moderate","other",-41.173940407925265,174.93278732546054,24882,838,3858,24882,838,3858,24882,838,3858,24882,3858
"","<redacted>",616000,366000,250000,897000,"2017-09-12 00:00:00",1900,"house","WI","AG",NULL,1,NULL,3,100,579,1,"easy_to_moderate_fall","Northland","moderate","other",-41.27789031844717,174.76091560209701,5463,471,1533,5463,471,1533,5463,471,1533,5463,1533
"","<redacted>",574000,405000,173000,852000,"2017-09-11 00:00:00",1910,"house","WI","AA",NULL,1,NULL,3,120,430,0,"level","Hataitai","none","none",-41.30649008677923,174.79527609377587,3168,400,972,3168,400,972,3168,400,972,3168,972
"","<redacted>",601000,218000,386000,670000,"2017-09-16 00:00:00",1960,"house","XI","AG",NULL,2,NULL,4,260,798,1,"level","Maungaraki",NULL,"other",-41.19785542788304,174.87965454378642,20069,423,3165,20069,423,3165,20069,423,3165,20069,3165
"","<redacted>",755000,452000,315000,817000,"2017-09-17 00:00:00",1930,"house","WT","AA",3,2,NULL,3,138,506,0,"level","Woburn","none","none",-41.21007123296162,174.91312098519683,19258,851,2894,19258,851,2894,19258,851,2894,19258,2894
"","<redacted>",468000,126000,340000,674000,"2017-09-15 00:00:00",2010,"house","WI","GG",3,2,NULL,3,127,417,1,"easy_to_moderate_rise","Tawa","slight","other",-41.154753764566074,174.82899560220534,18450,774,2653,18450,774,2653,18450,774,2653,18450,2653
"","<redacted>",313000,173000,148000,389000,"2017-09-19 00:00:00",1940,"house","BT","AA",NULL,1,NULL,3,110,877,1,"level","Taita","slight","other",-41.17205791520994,174.9658231622579,24757,572,2534,24757,572,2534,24757,572,2534,24757,2534
"","<redacted>",728000,355000,371000,1000000,"2017-09-13 00:00:00",1940,"house","WT","AA",4,2,NULL,3,140,671,1,"easy_to_moderate_rise","Strathmore park","slight","other",-41.32968815115279,174.8213485010299,7610,482,1407,7610,482,1407,7610,482,1407,7610,1407
"","<redacted>",685000,180000,514000,809000,"2017-09-12 00:00:00",1900,"house","XI","FA",NULL,2,NULL,4,190,471,1,"steep_fall","Aro valley","slight","other",-41.28874240564935,174.76362126325066,2429,1079,1150,2429,1079,1150,2429,1079,1150,2429,1150
"","<redacted>",654000,394000,270000,627000,"2017-09-20 00:00:00",1950,"house","WI","AA",NULL,2,NULL,3,150,783,0,"steep_rise","York bay","moderate","water",-41.26598185553662,174.9098404899355,20803,208,2896,20803,208,2896,20803,208,2896,20803,2896
"","<redacted>",372000,179000,200000,506500,"2017-09-19 00:00:00",1960,"house","WI","AA",NULL,1,NULL,3,110,455,1,"steep_rise","Newlands","moderate","other",-41.219409345352105,174.81374218542044,12295,806,2834,12295,806,2834,12295,806,2834,12295,2834
"","<redacted>",374000,176000,199000,561000,"2017-09-17 00:00:00",1960,"house","WI","AA",NULL,1,NULL,3,130,459,1,"easy_to_moderate_rise","Newlands","moderate","other",-41.21997077461844,174.81508636013209,12248,796,2730,12248,796,2730,12248,796,2730,12248,2730
"","<redacted>",521000,242000,289000,625000,"2017-09-11 00:00:00",1910,"house","WI","AA",NULL,1,NULL,3,100,321,0,"easy_to_moderate_rise","Island bay","none","none",-41.33061878975814,174.766990455276,5051,618,1233,5051,618,1233,5051,618,1233,5051,1233
"","<redacted>",1007000,523000,485000,1212000,"2017-09-12 00:00:00",1920,"house","RT","GA",NULL,2,NULL,4,170,298,0,"level","Wadestown",NULL,"water",-41.26512937085258,174.78473169108457,4642,698,1576,4642,698,1576,4642,698,1576,4642,1576
"","<redacted>",520000,222000,312000,578000,"2017-09-19 00:00:00",1920,"house","WI","GG",NULL,1,NULL,3,130,506,1,"level","Belmont","none","none",-41.18696162473098,174.93646642771714,23630,1319,4033,23630,1319,4033,23630,1319,4033,23630,4033
"","<redacted>",357000,89000,276000,389000,"2017-09-14 00:00:00",1930,"house","RI","AF",NULL,1,NULL,3,90,665,0,"steep_rise","Ngaio","moderate","other",-41.25199737880211,174.77425527309165,6465,198,1460,6465,198,1460,6465,198,1460,6465,1460
"","<redacted>",511000,350000,177000,727000,"2017-09-11 00:00:00",1910,"house","WX","AG",NULL,1,NULL,2,70,870,1,"easy_to_moderate_rise","Lyall bay",NULL,"water",-41.33883354108273,174.78962619443817,7088,326,1769,7088,326,1769,7088,326,1769,7088,1769
"","<redacted>",720000,435000,294000,936000,"2017-09-16 00:00:00",1960,"house","WI","AA",NULL,2,NULL,4,188,847,1,"level","Johnsonville","none","none",-41.22124202013297,174.80247028391878,11108,429,2218,11108,429,2218,11108,429,2218,11108,2218
"","<redacted>",806000,279000,535000,907000,"2017-09-14 00:00:00",2010,"house","WT","GG",5,2,NULL,4,236,688,0,"level","Churton park","none","none",-41.19797621323132,174.8095759007285,15617,868,4083,15617,868,4083,15617,868,4083,15617,4083
"","<redacted>",431000,156000,291000,605000,"2017-09-16 00:00:00",1970,"house","WI","AA",NULL,2,NULL,4,230,468,1,"easy_to_moderate_fall","Newlands","none","none",-41.218746492993056,174.83176921126727,12205,451,2462,12205,451,2462,12205,451,2462,12205,2462
"","<redacted>",500000,132000,370000,691500,"2017-09-17 00:00:00",2010,"house","XI","GG",3,2,NULL,3,143,285,1,"level","Woodridge","none","none",-41.219678863703216,174.83574150054594,13138,753,3114,13138,753,3114,13138,753,3114,13138,3114
"","<redacted>",391000,165000,231000,539000,"2017-09-18 00:00:00",1980,"house","FI","GG",NULL,1,NULL,3,110,450,1,"easy_to_moderate_rise","Churton park","moderate","other",-41.20625364533044,174.80946298814362,16887,680,2775,16887,680,2775,16887,680,2775,16887,2775
"","<redacted>",580000,260000,321000,646000,"2017-09-20 00:00:00",2000,"house","MT","GG",3,2,NULL,3,146,400,0,"level","Waiwhetu","none","none",-41.22908913358233,174.91269971629947,21143,1083,3759,21143,1083,3759,21143,1083,3759,21143,3759
"","<redacted>",663000,442000,228000,757000,"2017-09-13 00:00:00",1910,"house","WI","AG",NULL,2,NULL,4,180,599,0,"easy_to_moderate_fall","Hataitai","none","none",-41.30365037218904,174.7966773891311,2070,136,644,2070,136,644,2070,136,644,2070,644
"","<redacted>",659000,501000,156000,851000,"2017-09-18 00:00:00",1920,"house","WT","GA",3,NULL,NULL,NULL,130,708,1,"level","Kelburn","none","none",-41.284742022885276,174.7634083971798,4105,136,993,4105,136,993,4105,136,993,4105,993
"","<redacted>",435000,111000,332000,573000,"2017-09-13 00:00:00",2010,"house","WI","GG",3,1,NULL,3,113,657,1,"level","Wainuiomata","none","none",-41.242341535718765,174.95811832551388,32270,694,4374,32270,694,4374,32270,694,4374,32270,4374
"","<redacted>",433000,224000,213000,546000,"2017-09-20 00:00:00",1940,"townhouse","WT","AA",NULL,1,NULL,3,120,468,0,"level","Epuni","none","none",-41.203729179723595,174.9284199435917,20204,614,3074,20204,614,3074,20204,614,3074,20204,3074
"","<redacted>",494000,241000,251000,762000,"2017-09-13 00:00:00",1970,"house","WI","AA",NULL,1,NULL,3,110,472,1,"easy_to_moderate_fall","Wilton","moderate","other",-41.26568005466717,174.76744543562933,8909,574,2304,8909,574,2304,8909,574,2304,8909,2304
"","<redacted>",457000,172000,290000,505870,"2017-09-20 00:00:00",1950,"house","WI","AG",4,2,NULL,3,154,898,1,"steep_rise","Johnsonville","slight","water",-41.22747442225433,174.81094329388378,11306,856,2493,11306,856,2493,11306,856,2493,11306,2493
"","<redacted>",485000,157000,332000,657000,"2017-09-15 00:00:00",1910,"house","WI","AF",NULL,1,NULL,3,130,315,0,"level","Miramar","none","none",-41.31972098109627,174.8063408031907,5868,270,1034,5868,270,1034,5868,270,1034,5868,1034
"","<redacted>",455000,99000,357000,727300,"2017-09-22 00:00:00",2010,"house","WI","GG",3,NULL,NULL,NULL,120,284,1,"steep_rise","Newlands","none","none",-41.23036623754043,174.8197141650339,10974,669,2469,10974,669,2469,10974,669,2469,10974,2469
"","<redacted>",253000,109000,149000,366000,"2017-09-19 00:00:00",1950,"house","RT","AA",3,1,NULL,3,96,390,0,"level","Wainuiomata","none","none",-41.25902827667667,174.93355720657127,24386,367,3126,24386,367,3126,24386,367,3126,24386,3126
"","<redacted>",609000,203000,409000,625000,"2017-09-20 00:00:00",1970,"house","WI","AA",NULL,2,NULL,4,230,602,1,NULL,"Tirohanga",NULL,NULL,-41.198581008748334,174.90738114116527,18156,1754,3511,18156,1754,3511,18156,1754,3511,18156,3511
"","<redacted>",491000,149000,351000,554000,"2017-09-17 00:00:00",2000,"house","RI","AA",3,1,NULL,3,113,266,1,"easy_to_moderate_fall","Ngaio","none","none",-41.24862654705028,174.77413867036128,7939,373,1962,7939,373,1962,7939,373,1962,7939,1962
"","<redacted>",463000,183000,294000,666000,"2017-09-17 00:00:00",1920,"house","WI","GA",NULL,1,NULL,3,92,303,0,"easy_to_moderate_rise","Ngaio","moderate","other",-41.248200741928734,174.7850136667394,8757,154,1911,8757,154,1911,8757,154,1911,8757,1911
"","<redacted>",681000,274000,416000,726750,"2017-09-22 00:00:00",2000,"house","II","GG",NULL,2,NULL,4,226,802,1,"easy_to_moderate_fall","Belmont",NULL,"water",-41.18791991742155,174.909295915742,21104,1369,4301,21104,1369,4301,21104,1369,4301,21104,4301
"","<redacted>",543000,163000,385000,778000,"2017-09-22 00:00:00",2000,"townhouse","WI","GG",4,2,NULL,3,151,133,1,"level","Aro valley","none","none",-41.2983662420676,174.7683668019044,1851,1209,1030,1851,1209,1030,1851,1209,1030,1851,1030
"","<redacted>",676000,467000,214000,736000,"2017-09-22 00:00:00",1950,"house","WI","AA",3,2,NULL,3,150,1512,1,"level","Woburn","none","none",-41.22522159259038,174.90238960449443,18046,1095,3055,18046,1095,3055,18046,1095,3055,18046,3055
"","<redacted>",490000,219000,287000,545000,"2017-09-22 00:00:00",1910,"house","BI","AA",2,1,NULL,2,70,266,0,"level","Petone","none","none",-41.22065073810621,174.8787637319659,14213,1096,2366,14213,1096,2366,14213,1096,2366,14213,2366
"","<redacted>",312000,131000,180000,327000,"2017-09-17 00:00:00",1970,"house","WI","AA",NULL,1,NULL,2,70,512,0,"level","Wainuiomata","none","none",-41.250776496435115,174.93845908326475,25342,891,3642,25342,891,3642,25342,891,3642,25342,3642
"","<redacted>",436000,298000,141000,621000,"2017-09-18 00:00:00",1950,"house","BI","AA",NULL,2,NULL,3,140,809,0,"level","Tawa","none","none",-41.16691431877704,174.82568521516754,17167,707,2546,17167,707,2546,17167,707,2546,17167,2546
"","<redacted>",314000,126000,188000,395000,"2017-09-19 00:00:00",1970,"house","WI","GG",NULL,1,NULL,3,120,658,0,"steep_rise","Wainuiomata","slight","other",-41.24674818240992,174.93829827730124,25086,786,3544,25086,786,3544,25086,786,3544,25086,3544
"","<redacted>",926000,277000,646000,1246500,"2017-09-18 00:00:00",2000,"house","RT","GG",4,3,NULL,5,287,899,0,"easy_to_moderate_fall","Newlands",NULL,"water",-41.229723519274586,174.8315047698842,13047,843,3226,13047,843,3226,13047,843,3226,13047,3226
"","<redacted>",520000,161000,358000,745000,"2017-09-20 00:00:00",1920,"house","WI","AA",NULL,2,NULL,3,131,346,1,"easy_to_moderate_fall","Houghton bay","moderate","other",-41.33684053337189,174.7909570995805,7864,488,1828,7864,488,1828,7864,488,1828,7864,1828
"","<redacted>",564000,196000,366000,605000,"2017-09-25 00:00:00",1970,"house","WI","AA",3,2,NULL,3,160,701,1,"easy_to_moderate_rise","Harbour view","moderate","other",-41.20491505661851,174.89988226100942,18168,1766,3584,18168,1766,3584,18168,1766,3584,18168,3584
"","<redacted>",358000,132000,226000,402000,"2017-09-24 00:00:00",1970,"house","BT","AA",NULL,1,NULL,3,110,506,1,"level","Wainuiomata","none","none",-41.25200955194008,174.93221666433976,25058,666,3375,25058,666,3375,25058,666,3375,25058,3375
"","<redacted>",477000,248000,239000,673000,"2017-09-18 00:00:00",1920,"house","WI","AP",NULL,1,NULL,3,120,847,0,"steep_rise","Brooklyn","slight","other",-41.3042531667932,174.76671130938925,3310,1223,1458,3310,1223,1458,3310,1223,1458,3310,1458
"","<redacted>",523000,190000,339000,679000,"2017-09-18 00:00:00",1960,"house","WI","AG",3,2,NULL,3,120,674,1,"easy_to_moderate_fall","Strathmore park","none","none",-41.32650527606318,174.81501945562297,8330,729,1726,8330,729,1726,8330,729,1726,8330,1726
"","<redacted>",392000,180000,216000,770000,"2017-09-20 00:00:00",1960,"house","WI","FF",NULL,1,NULL,3,100,937,1,"steep_rise","Khandallah","moderate","other",-41.24237127016235,174.79215018109218,10517,695,2439,10517,695,2439,10517,695,2439,10517,2439
"","<redacted>",489000,184000,313000,765000,"2017-09-22 00:00:00",1960,"house","WI","AA",NULL,1,NULL,3,90,409,1,"easy_to_moderate_fall","Crofton downs","slight","other",-41.257113197610245,174.76096924104561,7518,764,1846,7518,764,1846,7518,764,1846,7518,1846
"","<redacted>",468000,165000,305000,749100,"2017-09-26 00:00:00",2010,"house","WI","GG",3,1,NULL,3,130,690,1,"level","Grenada village","moderate","other",-41.1971148659104,174.83068561929176,16532,695,3662,16532,695,3662,16532,695,3662,16532,3662
"","<redacted>",596000,219000,380000,638000,"2017-09-25 00:00:00",1990,"house","WT","GG",NULL,2,NULL,3,158,397,0,"level","Avalon","none","none",-41.19525487519667,174.94467144480262,21413,788,3121,21413,788,3121,21413,788,3121,21413,3121
"","<redacted>",486000,270000,221000,460000,"2017-09-19 00:00:00",1920,"house","WI","AA",NULL,1,NULL,3,90,392,0,"level","Petone","none","none",-41.23282626029764,174.88566902102437,15352,412,2323,15352,412,2323,15352,412,2323,15352,2323
"","<redacted>",526000,278000,255000,610000,"2017-09-18 00:00:00",1930,"house","WI","AA",NULL,1,NULL,3,110,569,0,"steep_rise","York bay","moderate","water",-41.259084897913944,174.91454307698388,21004,409,3119,21004,409,3119,21004,409,3119,21004,3119
"","<redacted>",532000,218000,324000,750000,"2017-09-23 00:00:00",1960,"house","BI","AA",3,2,NULL,3,150,523,0,"easy_to_moderate_rise","Kingston","slight","other",-41.32673210360476,174.76524870168066,5705,1056,1680,5705,1056,1680,5705,1056,1680,5705,1680
"","<redacted>",353000,125000,227000,428620,"2017-09-19 00:00:00",1960,"house","WI","AA",3,1,NULL,3,150,717,0,"easy_to_moderate_fall","Wainuiomata","none","none",-41.25510231179267,174.92942756446922,25251,659,3812,25251,659,3812,25251,659,3812,25251,3812
"","<redacted>",439000,147000,290000,668000,"2017-09-23 00:00:00",1960,"house","WI","AA",NULL,2,NULL,4,200,599,1,"easy_to_moderate_rise","Tawa","none","none",-41.172040834073464,174.82407834516488,17765,1370,2934,17765,1370,2934,17765,1370,2934,17765,2934
"","<redacted>",643000,334000,312000,683000,"2017-09-28 00:00:00",1970,"house","RT","AA",NULL,2,NULL,4,191,817,1,"level","Avalon","none","none",-41.185642873073476,174.94571085092022,22336,1247,3904,22336,1247,3904,22336,1247,3904,22336,3904
"","<redacted>",664000,490000,178000,715000,"2017-09-25 00:00:00",1930,"house","WI","AA",NULL,2,NULL,3,130,554,1,"level","Woburn","none","none",-41.22509000241663,174.90017758164277,17704,1132,2827,17704,1132,2827,17704,1132,2827,17704,2827
"","<redacted>",410000,107000,305000,500000,"2017-09-27 00:00:00",1980,"house","FI","AA",NULL,2,NULL,3,170,581,1,"steep_rise","Pinehaven","none","none",-41.15987604046244,175.0160203849897,38436,1358,5552,38436,1358,5552,38436,1358,5552,38436,5552
"","<redacted>",598000,273000,333000,818333,"2017-09-25 00:00:00",1920,"house","WI","AA",3,2,NULL,3,124,278,0,"level","Newtown","none","none",-41.31567780148013,174.7726796500882,3293,472,850,3293,472,850,3293,472,850,3293,850
"","<redacted>",750000,401000,352000,789000,"2017-09-22 00:00:00",1920,"house","WT","AA",3,2,NULL,4,160,699,1,"easy_to_moderate_rise","Karori","slight","other",-41.28401345717119,174.74794997749802,6451,952,1838,6451,952,1838,6451,952,1838,6451,1838
